timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-03-22T00:00:00.000Z";"2025-03-22T23:59:59.999Z";"2025-03-22T09:45:00.000Z";"2025-03-22T23:38:00.000Z";"2781";84046.2582881817;84513.8724239979;83674.78082322;83832.4875518333;9863214090.93;1663232978817.3;"2025-03-22T23:59:59.999Z"
"2025-03-21T00:00:00.000Z";"2025-03-21T23:59:59.999Z";"2025-03-21T02:03:00.000Z";"2025-03-21T13:37:00.000Z";"2781";84164.5425239259;84782.27165102;83171.0697216811;84043.245182099;19030452299.43;1667338686341.68;"2025-03-21T23:59:59.999Z"
"2025-03-20T00:00:00.000Z";"2025-03-20T23:59:59.999Z";"2025-03-20T00:11:00.000Z";"2025-03-20T16:53:00.000Z";"2781";86872.9533018947;87443.2677695942;83647.1939665022;84167.1934043364;29028988960.57;1669793971945.76;"2025-03-20T23:59:59.999Z"
"2025-03-19T00:00:00.000Z";"2025-03-19T23:59:59.999Z";"2025-03-19T23:44:00.000Z";"2025-03-19T02:07:00.000Z";"2781";82718.8042584539;87021.1858054925;82569.7268946267;86854.2259604391;34931960257.28;1723489026417.42;"2025-03-19T23:59:59.999Z"
"2025-03-18T00:00:00.000Z";"2025-03-18T23:59:59.999Z";"2025-03-18T00:00:00.000Z";"2025-03-18T13:59:00.000Z";"2781";84075.7156723962;84075.7156723962;81179.9901632846;82718.5023176431;24095774593.8;1641034534667.84;"2025-03-18T23:59:59.999Z"
"2025-03-17T00:00:00.000Z";"2025-03-17T23:59:59.999Z";"2025-03-17T19:48:00.000Z";"2025-03-17T14:12:00.000Z";"2781";82576.3342781945;84725.3259819035;82492.1525372132;84075.6886968797;25092785558.06;1667916832027.95;"2025-03-17T23:59:59.999Z"
"2025-03-16T00:00:00.000Z";"2025-03-16T23:59:59.999Z";"2025-03-16T16:10:00.000Z";"2025-03-16T23:10:00.000Z";"2781";84333.3216170116;85051.5984853423;82017.9047143343;82579.6908921864;21330270173.57;1638135611739.34;"2025-03-16T23:59:59.999Z"
"2025-03-15T00:00:00.000Z";"2025-03-15T23:59:59.999Z";"2025-03-15T03:35:00.000Z";"2025-03-15T08:19:00.000Z";"2781";83968.4059495509;84672.6721611549;83639.5948576348;84343.1084583416;13650491277.15;1673151454912.12;"2025-03-15T23:59:59.999Z"
"2025-03-14T00:00:00.000Z";"2025-03-14T23:59:59.999Z";"2025-03-14T15:43:00.000Z";"2025-03-14T00:11:00.000Z";"2781";81066.993377569;85263.2898568471;80797.5625908225;83969.0997189857;29588112413.91;1665855004855.24;"2025-03-14T23:59:59.999Z"
"2025-03-13T00:00:00.000Z";"2025-03-13T23:59:59.999Z";"2025-03-13T02:08:00.000Z";"2025-03-13T17:50:00.000Z";"2781";83724.9195997057;84301.6919089795;79931.853244561;81066.7013691458;31412940153.29;1608729406184.04;"2025-03-13T23:59:59.999Z"
"2025-03-12T00:00:00.000Z";"2025-03-12T23:59:59.999Z";"2025-03-12T12:31:00.000Z";"2025-03-12T15:09:00.000Z";"2781";82857.3783720186;84358.5774618278;80635.2492346441;83722.3619517496;40353484453.92;1660115020072.53;"2025-03-12T23:59:59.999Z"
